ICD_CODE,LONG_DESCRIPTION,ELIXHAUSER_GROUP
E45.,Retarded development following protein-energy malnutrition,WEIGHT_LOSS
E46.,Unspecified protein-energy malnutrition,WEIGHT_LOSS
E52.,Niacin deficiency [pellagra],ALCOHOL_ABUSE
E66.0,Obesity due to excess calories,OBESITY
E66.1,Drug-induced obesity,OBESITY
E66.2,Obesity with alveolar hypoventilation,OBESITY
E66.8,Other obesity,OBESITY
E66.9,"Obesity, not elsewhere classified",OBESITY
E86.,Volume depletion,FLUID_ELECTROLYTE_DISORDERS
E87.0,Hyperosmolality and hypernatraemia,FLUID_ELECTROLYTE_DISORDERS
E87.1,Hypo-osmolality and hyponatraemia,FLUID_ELECTROLYTE_DISORDERS
E87.2,Acidosis,FLUID_ELECTROLYTE_DISORDERS
E87.3,Alkalosis,FLUID_ELECTROLYTE_DISORDERS
E87.4,Mixed disorder of acid-base balance,FLUID_ELECTROLYTE_DISORDERS
E87.5,Hyperkalaemia,FLUID_ELECTROLYTE_DISORDERS
E87.6,Hypokalaemia,FLUID_ELECTROLYTE_DISORDERS
E87.7,Fluid overload,FLUID_ELECTROLYTE_DISORDERS
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",FLUID_ELECTROLYTE_DISORDERS
E89.0,Postprocedural hypothyroidism,HYPOTHYROIDISM
F10.0,"Mental and behavioural disorders due to use of alcohol, acute intoxication",ALCOHOL_ABUSE
F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",ALCOHOL_ABUSE
F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",ALCOHOL_ABUSE
F10.3,"Mental and behavioural disorders due to use of alcohol, withdrawal state",ALCOHOL_ABUSE
F10.4,"Mental and behavioural disorders due to use of alcohol, withdrawal state with delirium",ALCOHOL_ABUSE
F10.5,"Mental and behavioural disorders due to use of alcohol, psychotic disorder",ALCOHOL_ABUSE
F10.6,"Mental and behavioural disorders due to use of alcohol, amnesic syndrome",ALCOHOL_ABUSE
F10.7,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",ALCOHOL_ABUSE
F10.8,"Mental and behavioural disorders due to use of alcohol, other mental and behavioural disorders",ALCOHOL_ABUSE
F10.9,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",ALCOHOL_ABUSE
F11.0,"Mental and behavioural disorders due to use of opioids, acute intoxication",DRUG_ABUSE
F11.1,"Mental and behavioural disorders due to use of opioids, harmful use",DRUG_ABUSE
F11.2,"Mental and behavioural disorders due to use of opioids, dependence syndrome",DRUG_ABUSE
F11.3,"Mental and behavioural disorders due to use of opioids, withdrawal state",DRUG_ABUSE
F11.4,"Mental and behavioural disorders due to use of opioids, withdrawal state with delirium",DRUG_ABUSE
F11.5,"Mental and behavioural disorders due to use of opioids, psychotic disorder",DRUG_ABUSE
F11.6,"Mental and behavioural disorders due to use of opioids, amnesic syndrome",DRUG_ABUSE
F11.7,"Mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder",DRUG_ABUSE
F11.8,"Mental and behavioural disorders due to use of opioids, other mental and behavioural disorders",DRUG_ABUSE
F11.9,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",DRUG_ABUSE
F12.0,"Mental and behavioural disorders due to use of cannabinoids, acute intoxication",DRUG_ABUSE
F12.1,"Mental and behavioural disorders due to use of cannabinoids, harmful use",DRUG_ABUSE
F12.2,"Mental and behavioural disorders due to use of cannabinoids, dependence syndrome",DRUG_ABUSE
F12.3,"Mental and behavioural disorders due to use of cannabinoids, withdrawal state",DRUG_ABUSE
F12.4,"Mental and behavioural disorders due to use of cannabinoids, withdrawal state with delirium",DRUG_ABUSE
F12.5,"Mental and behavioural disorders due to use of cannabinoids, psychotic disorder",DRUG_ABUSE
F12.6,"Mental and behavioural disorders due to use of cannabinoids, amnesic syndrome",DRUG_ABUSE
F12.7,"Mental and behavioural disorders due to use of cannabinoids, residual and late-onset psychotic disorder",DRUG_ABUSE
F12.8,"Mental and behavioural disorders due to use of cannabinoids, other mental and behavioural disorders",DRUG_ABUSE
F12.9,"Mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder",DRUG_ABUSE
F13.0,"Mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication",DRUG_ABUSE
F13.1,"Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use",DRUG_ABUSE
F13.2,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome",DRUG_ABUSE
F13.3,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state",DRUG_ABUSE
F13.4,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium",DRUG_ABUSE
F13.5,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder",DRUG_ABUSE
F13.6,"Mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome",DRUG_ABUSE
F13.7,"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder",DRUG_ABUSE
F13.8,"Mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders",DRUG_ABUSE
F13.9,"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder",DRUG_ABUSE
F14.0,"Mental and behavioural disorders due to use of cocaine, acute intoxication",DRUG_ABUSE
F14.1,"Mental and behavioural disorders due to use of cocaine, harmful use",DRUG_ABUSE
F14.2,"Mental and behavioural disorders due to use of cocaine, dependence syndrome",DRUG_ABUSE
F14.3,"Mental and behavioural disorders due to use of cocaine, withdrawal state",DRUG_ABUSE
F14.4,"Mental and behavioural disorders due to use of cocaine, withdrawal state with delirium",DRUG_ABUSE
F14.5,"Mental and behavioural disorders due to use of cocaine, psychotic disorder",DRUG_ABUSE
F14.6,"Mental and behavioural disorders due to use of cocaine, amnesic syndrome",DRUG_ABUSE
F14.7,"Mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder",DRUG_ABUSE
F14.8,"Mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders",DRUG_ABUSE
F14.9,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",DRUG_ABUSE
F15.0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication",DRUG_ABUSE
F15.1,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",DRUG_ABUSE
F15.2,"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome",DRUG_ABUSE
F15.3,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state",DRUG_ABUSE
F15.4,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium",DRUG_ABUSE
F15.5,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder",DRUG_ABUSE
F15.6,"Mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome",DRUG_ABUSE
F15.7,"Mental and behavioural disorders due to use of other stimulants, including caffeine, residual and late-onset psychotic disorder",DRUG_ABUSE
F15.8,"Mental and behavioural disorders due to use of other stimulants, including caffeine, other mental and behavioural disorders",DRUG_ABUSE
F15.9,"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder",DRUG_ABUSE
F16.0,"Mental and behavioural disorders due to use of hallucinogens, acute intoxication",DRUG_ABUSE
F16.1,"Mental and behavioural disorders due to use of hallucinogens, harmful use",DRUG_ABUSE
F16.2,"Mental and behavioural disorders due to use of hallucinogens, dependence syndrome",DRUG_ABUSE
F16.3,"Mental and behavioural disorders due to use of hallucinogens, withdrawal state",DRUG_ABUSE
F16.4,"Mental and behavioural disorders due to use of hallucinogens, withdrawal state with delirium",DRUG_ABUSE
F16.5,"Mental and behavioural disorders due to use of hallucinogens, psychotic disorder",DRUG_ABUSE
F16.6,"Mental and behavioural disorders due to use of hallucinogens, amnesic syndrome",DRUG_ABUSE
F16.7,"Mental and behavioural disorders due to use of hallucinogens, residual and late-onset psychotic disorder",DRUG_ABUSE
F16.8,"Mental and behavioural disorders due to use of hallucinogens, other mental and behavioural disorders",DRUG_ABUSE
F16.9,"Mental and behavioural disorders due to use of hallucinogens, unspecified mental and behavioural disorder",DRUG_ABUSE
F18.0,"Mental and behavioural disorders due to use of volatile solvents, acute intoxication",DRUG_ABUSE
F18.1,"Mental and behavioural disorders due to use of volatile solvents, harmful use",DRUG_ABUSE
F18.2,"Mental and behavioural disorders due to use of volatile solvents, dependence syndrome",DRUG_ABUSE
F18.3,"Mental and behavioural disorders due to use of volatile solvents, withdrawal state",DRUG_ABUSE
F18.4,"Mental and behavioural disorders due to use of volatile solvents, withdrawal state with delirium",DRUG_ABUSE
F18.5,"Mental and behavioural disorders due to use of volatile solvents, psychotic disorder",DRUG_ABUSE
F18.6,"Mental and behavioural disorders due to use of volatile solvents, amnesic syndrome",DRUG_ABUSE
F18.7,"Mental and behavioural disorders due to use of volatile solvents, residual and late-onset psychotic disorder",DRUG_ABUSE
F18.8,"Mental and behavioural disorders due to use of volatile solvents, other mental and behavioural disorders",DRUG_ABUSE
F18.9,"Mental and behavioural disorders due to use of volatile solvents, unspecified mental and behavioural disorder",DRUG_ABUSE
F19.0,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, acute intoxication",DRUG_ABUSE
F19.1,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, harmful use",DRUG_ABUSE
F19.2,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, dependence syndrome",DRUG_ABUSE
F19.3,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, withdrawal state",DRUG_ABUSE
F19.4,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, withdrawal state with delirium",DRUG_ABUSE
F19.5,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, psychotic disorder",DRUG_ABUSE
F19.6,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, amnesic syndrome",DRUG_ABUSE
F19.7,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, residual and late-onset psychotic disorder",DRUG_ABUSE
F19.8,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, other mental and behavioural disorders",DRUG_ABUSE
F19.9,"Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, unspecified mental and behavioural disorder",DRUG_ABUSE
F20.0,Paranoid schizophrenia,PSYCHOSES
F20.1,Hebephrenic schizophrenia,PSYCHOSES
F20.2,Catatonic schizophrenia,PSYCHOSES
F20.3,Undifferentiated schizophrenia,PSYCHOSES
F20.4,Post-schizophrenic depression,DEPRESSION
F20.4,Post-schizophrenic depression,PSYCHOSES
F20.5,Residual schizophrenia,PSYCHOSES
F20.6,Simple schizophrenia,PSYCHOSES
F20.8,Other schizophrenia,PSYCHOSES
F20.9,"Schizophrenia, unspecified",PSYCHOSES
F22.0,Delusional disorder,PSYCHOSES
F22.8,Other persistent delusional disorders,PSYCHOSES
F22.9,"Persistent delusional disorder, unspecified",PSYCHOSES
F23.0,Acute polymorphic psychotic disorder without symptoms of schizophrenia,PSYCHOSES
F23.1,Acute polymorphic psychotic disorder with symptoms of schizophrenia,PSYCHOSES
F23.2,Acute schizophrenia-like psychotic disorder,PSYCHOSES
F23.3,Other acute predominantly delusional psychotic disorders,PSYCHOSES
F23.8,Other acute and transient psychotic disorders,PSYCHOSES
F23.9,"Acute and transient psychotic disorder, unspecified",PSYCHOSES
F24.,Induced delusional disorder,PSYCHOSES
F25.0,"Schizoaffective disorder, manic type",PSYCHOSES
F25.1,"Schizoaffective disorder, depressive type",PSYCHOSES
F25.2,"Schizoaffective disorder, mixed type",PSYCHOSES
F25.8,Other schizoaffective disorders,PSYCHOSES
F25.9,"Schizoaffective disorder, unspecified",PSYCHOSES
F28.,Other nonorganic psychotic disorders,PSYCHOSES
F29.,Unspecified nonorganic psychosis,PSYCHOSES
F30.2,Mania with psychotic symptoms,PSYCHOSES
F31.2,"Bipolar affective disorder, current episode manic with psychotic symptoms",PSYCHOSES
F31.3,"Bipolar affective disorder, current episode mild or moderate depression",DEPRESSION
F31.4,"Bipolar affective disorder, current episode severe depression without psychotic symptoms",DEPRESSION
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",PSYCHOSES
F31.5,"Bipolar affective disorder, current episode severe depression with psychotic symptoms",DEPRESSION
F32.00,"Mild depressive episode, not specified as arising in the postnatal period",DEPRESSION
F32.01,"Mild depressive episode, arising in the postnatal period",DEPRESSION
F32.10,"Moderate depressive episode, not specified as arising in the postnatal period",DEPRESSION
F32.11,"Moderate depressive episode, arising in the postnatal period",DEPRESSION
F32.20,"Severe depressive episode without psychotic symptoms, not specified as arising in the postnatal period",DEPRESSION
F32.21,"Severe depressive episode without psychotic symptoms, arising in the postnatal period",DEPRESSION
F32.30,"Severe depressive episode with psychotic symptoms, not specified as arising in the postnatal period",DEPRESSION
F32.31,"Severe depressive episode with psychotic symptoms, arising in the postnatal period",DEPRESSION
F32.80,"Other depressive episodes, not specified as arising in the postnatal period",DEPRESSION
F32.81,"Other depressive episodes, arising in the postnatal period",DEPRESSION
F32.90,"Depressive episode, unspecified, not specified as arising in the postnatal period",DEPRESSION
F32.91,"Depressive episode, unspecified, arising in the postnatal period",DEPRESSION
F33.0,"Recurrent depressive disorder, current episode mild",DEPRESSION
F33.1,"Recurrent depressive disorder, current episode moderate",DEPRESSION
F33.2,"Recurrent depressive disorder, current episode severe without psychotic symptoms",DEPRESSION
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms",DEPRESSION
F33.4,"Recurrent depressive disorder, currently in remission",DEPRESSION
F33.8,Other recurrent depressive disorders,DEPRESSION
F33.9,"Recurrent depressive disorder, unspecified",DEPRESSION
F41.2,Mixed anxiety and depressive disorder,DEPRESSION
F43.2,Adjustment disorders,DEPRESSION
G04.1,Human T-cell lymphotrophic virus associated myelopathy,PARALYSIS
G10.,Huntington's disease,OTHER_NEUROLOGICAL_DISORDERS
G11.0,Congenital nonprogressive ataxia,OTHER_NEUROLOGICAL_DISORDERS
G11.1,Early-onset cerebellar ataxia,OTHER_NEUROLOGICAL_DISORDERS
G11.2,Late-onset cerebellar ataxia,OTHER_NEUROLOGICAL_DISORDERS
G11.3,Cerebellar ataxia with defective DNA repair,OTHER_NEUROLOGICAL_DISORDERS
G11.4,Hereditary spastic paraplegia,OTHER_NEUROLOGICAL_DISORDERS
G11.4,Hereditary spastic paraplegia,PARALYSIS
G11.8,Other hereditary ataxias,OTHER_NEUROLOGICAL_DISORDERS
G11.9,"Hereditary ataxia, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G12.,Spinal muscular atrophy and related syndromes,OTHER_NEUROLOGICAL_DISORDERS
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",OTHER_NEUROLOGICAL_DISORDERS
G12.1,Other inherited spinal muscular atrophy,OTHER_NEUROLOGICAL_DISORDERS
G12.2,Motor neuron disease,OTHER_NEUROLOGICAL_DISORDERS
G12.8,Other spinal muscular atrophies and related syndromes,OTHER_NEUROLOGICAL_DISORDERS
G12.9,"Spinal muscular atrophy, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G13.0,Paraneoplastic neuromyopathy and neuropathy,OTHER_NEUROLOGICAL_DISORDERS
G13.1,Other systemic atrophy primarily affecting central nervous system in neoplastic disease,OTHER_NEUROLOGICAL_DISORDERS
G13.2,"Systemic atrophy primarily affecting central nervous system in myxoedema (E00.1+, E03.-+)",OTHER_NEUROLOGICAL_DISORDERS
G13.8,Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere,OTHER_NEUROLOGICAL_DISORDERS
G20.,Parkinson's disease,OTHER_NEUROLOGICAL_DISORDERS
G21.0,Malignant neuroleptic syndrome,OTHER_NEUROLOGICAL_DISORDERS
G21.1,Other drug-induced secondary parkinsonism,OTHER_NEUROLOGICAL_DISORDERS
G21.2,Secondary parkinsonism due to other external agents,OTHER_NEUROLOGICAL_DISORDERS
G21.3,Postencephalitic parkinsonism,OTHER_NEUROLOGICAL_DISORDERS
G21.8,Other secondary parkinsonism,OTHER_NEUROLOGICAL_DISORDERS
G21.9,"Secondary parkinsonism, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G22.,Parkinsonism in diseases classified elsewhere,OTHER_NEUROLOGICAL_DISORDERS
G25.4,Drug-induced chorea,OTHER_NEUROLOGICAL_DISORDERS
G25.5,Other chorea,OTHER_NEUROLOGICAL_DISORDERS
G31.2,Degeneration of nervous system due to alcohol,OTHER_NEUROLOGICAL_DISORDERS
G31.8,Other specified degenerative diseases of nervous system,OTHER_NEUROLOGICAL_DISORDERS
G31.9,"Degenerative disease of nervous system, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G32.0,Subacute combined degeneration of spinal cord in diseases classified elsewhere,OTHER_NEUROLOGICAL_DISORDERS
G32.8,Other specified degenerative disorders of nervous system in diseases classified elsewhere,OTHER_NEUROLOGICAL_DISORDERS
G35.,Multiple sclerosis,OTHER_NEUROLOGICAL_DISORDERS
G36.0,Neuromyelitis optica [Devic],OTHER_NEUROLOGICAL_DISORDERS
G36.1,Acute and subacute haemorrhagic leukoencephalitis [Hurst],OTHER_NEUROLOGICAL_DISORDERS
G36.8,Other specified acute disseminated demyelination,OTHER_NEUROLOGICAL_DISORDERS
G36.9,"Acute disseminated demyelination, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G37.0,Diffuse sclerosis,OTHER_NEUROLOGICAL_DISORDERS
G37.1,Central demyelination of corpus callosum,OTHER_NEUROLOGICAL_DISORDERS
G37.2,Central pontine myelinolysis,OTHER_NEUROLOGICAL_DISORDERS
G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,OTHER_NEUROLOGICAL_DISORDERS
G37.4,Subacute necrotising myelitis,OTHER_NEUROLOGICAL_DISORDERS
G37.5,Concentric sclerosis [Balo],OTHER_NEUROLOGICAL_DISORDERS
G37.8,Other specified demyelinating diseases of central nervous system,OTHER_NEUROLOGICAL_DISORDERS
G37.9,"Demyelinating disease of central nervous system, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G40.00,"Localisation-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localised onset, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.01,"Localisation-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localised onset, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.10,"Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.11,"Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.20,"Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.21,"Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.30,"Generalised idiopathic epilepsy and epileptic syndromes, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.31,"Generalised idiopathic epilepsy and epileptic syndromes, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.40,"Other generalised epilepsy and epileptic syndromes, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.41,"Other generalised epilepsy and epileptic syndromes, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.50,"Special epileptic syndromes, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.51,"Special epileptic syndromes, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.60,"Grand mal seizures, unspecified (with or without petit mal), without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.61,"Grand mal seizures, unspecified (with or without petit mal), with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.70,"Petit mal, unspecified, without grand mal seizures, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.71,"Petit mal, unspecified, without grand mal seizures, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.80,"Other epilepsy, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.81,"Other epilepsy, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.90,"Epilepsy, unspecified, without mention of intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G40.91,"Epilepsy, unspecified, with intractable epilepsy",OTHER_NEUROLOGICAL_DISORDERS
G41.0,Grand mal status epilepticus,OTHER_NEUROLOGICAL_DISORDERS
G41.1,Petit mal status epilepticus,OTHER_NEUROLOGICAL_DISORDERS
G41.2,Complex partial status epilepticus,OTHER_NEUROLOGICAL_DISORDERS
G41.8,Other status epilepticus,OTHER_NEUROLOGICAL_DISORDERS
G41.9,"Status epilepticus, unspecified",OTHER_NEUROLOGICAL_DISORDERS
G62.1,Alcoholic polyneuropathy,ALCOHOL_ABUSE
G80.01,Spastic diplegic cerebral palsy,PARALYSIS
G80.02,Spastic hemiplegic cerebral palsy,PARALYSIS
G81.0,Flaccid hemiplegia,PARALYSIS
G81.1,Spastic hemiplegia,PARALYSIS
G81.9,"Hemiplegia, unspecified",PARALYSIS
G82.00,"Flaccid paraplegia, unspecified",PARALYSIS
G82.01,"Flaccid paraplegia, unspecified, acute",PARALYSIS
G82.02,"Flaccid paraplegia, unspecified, chronic",PARALYSIS
G82.03,"Flaccid paraplegia, complete, acute",PARALYSIS
G82.04,"Flaccid paraplegia, complete, chronic",PARALYSIS
G82.05,"Flaccid paraplegia, incomplete, acute",PARALYSIS
G82.06,"Flaccid paraplegia, incomplete, chronic",PARALYSIS
G82.10,"Spastic paraplegia, unspecified",PARALYSIS
G82.11,"Spastic paraplegia, unspecified, acute",PARALYSIS
G82.12,"Spastic paraplegia, unspecified chronic",PARALYSIS
G82.13,"Spastic paraplegia, complete, acute",PARALYSIS
G82.14,"Spastic paraplegia, complete, chronic",PARALYSIS
G82.15,"Spastic paraplegia, incomplete, acute",PARALYSIS
G82.16,"Spastic paraplegia, incomplete, chronic",PARALYSIS
G82.20,"Paraplegia, unspecified, unspecified",PARALYSIS
G82.21,"Paraplegia, unspecified, acute",PARALYSIS
G82.22,"Paraplegia, unspecified, chronic",PARALYSIS
G82.23,"Paraplegia, unspecified, complete, acute",PARALYSIS
G82.24,"Paraplegia, unspecified, complete, chronic",PARALYSIS
G82.25,"Paraplegia, unspecified, incomplete, acute",PARALYSIS
G82.26,"Paraplegia, unspecified, incomplete, chronic",PARALYSIS
G82.30,"Flaccid tetraplegia, unspecified",PARALYSIS
G82.31,"Flaccid tetraplegia, unspecified, acute",PARALYSIS
G82.32,"Flaccid tetraplegia, unspecified, chronic",PARALYSIS
G82.33,"Flaccid tetraplegia, complete, acute",PARALYSIS
G82.34,"Flaccid tetraplegia, complete, chronic",PARALYSIS
G82.35,"Flaccid tetraplegia, incomplete, acute",PARALYSIS
G82.36,"Flaccid tetraplegia, incomplete, chronic",PARALYSIS
G82.40,"Spastic tetraplegia, unspecified",PARALYSIS
G82.41,"Spastic tetraplegia, unspecified, acute",PARALYSIS
G82.42,"Spastic tetraplegia, unspecified, chronic",PARALYSIS
G82.43,"Spastic tetraplegia, complete, acute",PARALYSIS
G82.44,"Spastic tetraplegia, complete, chronic",PARALYSIS
G82.45,"Spastic tetraplegia, incomplete, acute",PARALYSIS
G82.46,"Spastic tetraplegia, incomplete, chronic",PARALYSIS
G82.50,"Tetraplegia, unspecified, unspecified",PARALYSIS
G82.51,"Tetraplegia, unspecified, acute",PARALYSIS
G82.52,"Tetraplegia, unspecified, chronic",PARALYSIS
G82.53,"Tetraplegia, unspecified, complete, acute",PARALYSIS
G82.54,"Tetraplegia, unspecified, complete, chronic",PARALYSIS
G82.55,"Tetraplegia, unspecified, incomplete, acute",PARALYSIS
G82.56,"Tetraplegia, unspecified, incomplete, chronic",PARALYSIS
G83.0,Diplegia of upper limbs,PARALYSIS
G83.1,Monoplegia of lower limb,PARALYSIS
G83.2,Monoplegia of upper limb,PARALYSIS
G83.3,"Monoplegia, unspecified",PARALYSIS
G83.4,Cauda equina syndrome,PARALYSIS
G83.9,"Paralytic syndrome, unspecified",PARALYSIS
G93.1,"Anoxic brain damage, not elsewhere classified",OTHER_NEUROLOGICAL_DISORDERS
G93.4,"Encephalopathy, unspecified",OTHER_NEUROLOGICAL_DISORDERS
I05.0,Mitral stenosis,VALVULAR_DISEASE
I05.1,Rheumatic mitral insufficiency,VALVULAR_DISEASE
I05.2,Mitral stenosis with insufficiency,VALVULAR_DISEASE
I05.8,Other mitral valve diseases,VALVULAR_DISEASE
I05.9,"Mitral valve disease, unspecified",VALVULAR_DISEASE
I06.0,Rheumatic aortic stenosis,VALVULAR_DISEASE
I06.1,Rheumatic aortic insufficiency,VALVULAR_DISEASE
I06.2,Rheumatic aortic stenosis with insufficiency,VALVULAR_DISEASE
I06.8,Other rheumatic aortic valve diseases,VALVULAR_DISEASE
I06.9,"Rheumatic aortic valve disease, unspecified",VALVULAR_DISEASE
I07.0,Tricuspid stenosis,VALVULAR_DISEASE
I07.1,Tricuspid insufficiency,VALVULAR_DISEASE
I07.2,Tricuspid stenosis with insufficiency,VALVULAR_DISEASE
I07.8,Other tricuspid valve diseases,VALVULAR_DISEASE
I07.9,"Tricuspid valve disease, unspecified",VALVULAR_DISEASE
I08.0,Disorders of both mitral and aortic valves,VALVULAR_DISEASE
I08.1,Disorders of both mitral and tricuspid valves,VALVULAR_DISEASE
I08.2,Disorders of both aortic and tricuspid valves,VALVULAR_DISEASE
I08.3,"Combined disorders of mitral, aortic and tricuspid valves",VALVULAR_DISEASE
I08.8,Other multiple valve diseases,VALVULAR_DISEASE
I08.9,"Multiple valve disease, unspecified",VALVULAR_DISEASE
I09.1,"Rheumatic diseases of endocardium, valve unspecified",VALVULAR_DISEASE
I09.8,Other specified rheumatic heart diseases,VALVULAR_DISEASE
I09.9,"Rheumatic heart disease, unspecified",CHF
I10.,Essential (primary) hypertension,HYPERTENSION_COMBINED
I11.0,Hypertensive heart disease with (congestive) heart failure,CHF
I11.0,Hypertensive heart disease with (congestive) heart failure,HYPERTENSION_COMBINED
I11.9,Hypertensive heart disease without (congestive) heart failure,HYPERTENSION_COMBINED
I12.0,Hypertensive kidney disease with kidney failure,RENAL_FAILURE
I12.0,Hypertensive kidney disease with kidney failure,HYPERTENSION_COMBINED
I12.9,Hypertensive kidney disease without kidney failure,HYPERTENSION_COMBINED
I13.0,Hypertensive heart and kidney disease with (congestive) heart failure,HYPERTENSION_COMBINED
I13.0,Hypertensive heart and kidney disease with (congestive) heart failure,CHF
I13.1,Hypertensive heart and kidney disease with kidney failure,HYPERTENSION_COMBINED
I13.1,Hypertensive heart and kidney disease with kidney failure,RENAL_FAILURE
I13.2,Hypertensive heart and kidney disease with both (congestive) heart failure and kidney failure,HYPERTENSION_COMBINED
I13.2,Hypertensive heart and kidney disease with both (congestive) heart failure and kidney failure,CHF
I13.9,"Hypertensive heart and kidney disease, unspecified",HYPERTENSION_COMBINED
I15.0,Renovascular hypertension,HYPERTENSION_COMBINED
I15.1,Hypertension secondary to other kidney disorders,HYPERTENSION_COMBINED
I15.2,Hypertension secondary to endocrine disorders,HYPERTENSION_COMBINED
I15.8,Other secondary hypertension,HYPERTENSION_COMBINED
I15.9,"Secondary hypertension, unspecified",HYPERTENSION_COMBINED
I25.5,Ischaemic cardiomyopathy,CHF
I26.0,Pulmonary embolism with mention of acute cor pulmonale,PULMONARY_CIRCULATION_DISORDERS
