ICD_CODE,LONG_DESCRIPTION,MACSS_GROUP
F48.1,Depersonalisation-derealisation syndrome,NEUROSES_OR_PERSONALITY_DISORDERS
F48.8,Other specified neurotic disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F48.9,"Neurotic disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F50.0,Anorexia nervosa,NEUROSES_OR_PERSONALITY_DISORDERS
F50.1,Atypical anorexia nervosa,NEUROSES_OR_PERSONALITY_DISORDERS
F50.2,Bulimia nervosa,NEUROSES_OR_PERSONALITY_DISORDERS
F50.3,Atypical bulimia nervosa,NEUROSES_OR_PERSONALITY_DISORDERS
F50.4,Overeating associated with other psychological disturbances,NEUROSES_OR_PERSONALITY_DISORDERS
F50.5,Vomiting associated with other psychological disturbances,NEUROSES_OR_PERSONALITY_DISORDERS
F50.8,Other eating disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F50.9,"Eating disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F51.0,Nonorganic insomnia,NEUROSES_OR_PERSONALITY_DISORDERS
F51.1,Nonorganic hypersomnia,NEUROSES_OR_PERSONALITY_DISORDERS
F51.2,Nonorganic disorder of the sleep-wake schedule,NEUROSES_OR_PERSONALITY_DISORDERS
F51.3,Sleepwalking [somnambulism],NEUROSES_OR_PERSONALITY_DISORDERS
F51.4,Sleep terrors [night terrors],NEUROSES_OR_PERSONALITY_DISORDERS
F51.5,Nightmares,NEUROSES_OR_PERSONALITY_DISORDERS
F51.8,Other nonorganic sleep disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F51.9,"Nonorganic sleep disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F52.0,Lack or loss of sexual desire,NEUROSES_OR_PERSONALITY_DISORDERS
F52.1,Sexual aversion and lack of sexual enjoyment,NEUROSES_OR_PERSONALITY_DISORDERS
F52.2,Failure of genital response,NEUROSES_OR_PERSONALITY_DISORDERS
F52.3,Orgasmic dysfunction,NEUROSES_OR_PERSONALITY_DISORDERS
F52.4,Premature ejaculation,NEUROSES_OR_PERSONALITY_DISORDERS
F52.5,Nonorganic vaginismus,NEUROSES_OR_PERSONALITY_DISORDERS
F52.6,Nonorganic dyspareunia,NEUROSES_OR_PERSONALITY_DISORDERS
F52.7,Excessive sexual drive,NEUROSES_OR_PERSONALITY_DISORDERS
F52.8,"Other sexual dysfunction, not caused by organic disorder or disease",NEUROSES_OR_PERSONALITY_DISORDERS
F52.9,"Unspecified sexual dysfunction, not caused by organic disorder or disease",NEUROSES_OR_PERSONALITY_DISORDERS
F59.,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,NEUROSES_OR_PERSONALITY_DISORDERS
F60.0,Paranoid personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.1,Schizoid personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.2,Dissocial personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.30,"Emotionally unstable personality disorder, impulsive type",NEUROSES_OR_PERSONALITY_DISORDERS
F60.31,"Emotionally unstable personality disorder, borderline type",NEUROSES_OR_PERSONALITY_DISORDERS
F60.4,Histrionic personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.5,Anankastic personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.6,Anxious [avoidant] personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.7,Dependent personality disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F60.8,Other specific personality disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F60.9,"Personality disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F61.,Mixed and other personality disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F62.0,Enduring personality change after catastrophic experience,NEUROSES_OR_PERSONALITY_DISORDERS
F62.1,Enduring personality change after psychiatric illness,NEUROSES_OR_PERSONALITY_DISORDERS
F62.8,Other enduring personality changes,NEUROSES_OR_PERSONALITY_DISORDERS
F62.9,"Enduring personality change, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F63.0,Pathological gambling,NEUROSES_OR_PERSONALITY_DISORDERS
F63.1,Pathological fire-setting [pyromania],NEUROSES_OR_PERSONALITY_DISORDERS
F63.2,Pathological stealing [kleptomania],NEUROSES_OR_PERSONALITY_DISORDERS
F63.3,Trichotillomania,NEUROSES_OR_PERSONALITY_DISORDERS
F63.8,Other habit and impulse disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F63.9,"Habit and impulse disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F64.,Gender incongruence,NEUROSES_OR_PERSONALITY_DISORDERS
F64.0,Transsexualism,NEUROSES_OR_PERSONALITY_DISORDERS
F64.1,Dual-role transvestism,NEUROSES_OR_PERSONALITY_DISORDERS
F64.2,Gender identity disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F64.8,Other gender identity disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F64.9,"Gender identity disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F65.0,Fetishism,NEUROSES_OR_PERSONALITY_DISORDERS
F65.1,Fetishistic transvestism,NEUROSES_OR_PERSONALITY_DISORDERS
F65.2,Exhibitionistic disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F65.3,Voyeuristic disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F65.4,Paedophilic disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F65.5,Sadomasochism,NEUROSES_OR_PERSONALITY_DISORDERS
F65.6,Multiple paraphilic disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F65.8,Other paraphilic disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F65.9,"Paraphilic disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F66.,Other sexual disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F66.0,Sexual maturation disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F66.1,Egodystonic sexual orientation,NEUROSES_OR_PERSONALITY_DISORDERS
F66.2,Sexual relationship disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F66.8,Other psychosexual development disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F66.9,"Psychosexual development disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F68.0,Elaboration of physical symptoms for psychological reasons,NEUROSES_OR_PERSONALITY_DISORDERS
F68.1,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",NEUROSES_OR_PERSONALITY_DISORDERS
F68.8,Other specified disorders of adult personality and behaviour,NEUROSES_OR_PERSONALITY_DISORDERS
F69.,Unspecified disorder of adult personality and behaviour,NEUROSES_OR_PERSONALITY_DISORDERS
F91.0,Conduct disorder confined to the family context,NEUROSES_OR_PERSONALITY_DISORDERS
F91.1,Unsocialised conduct disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F91.2,Socialised conduct disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F91.3,Oppositional defiant disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F91.8,Other conduct disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F91.9,"Conduct disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F92.0,Depressive conduct disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F92.8,Other mixed disorders of conduct and emotions,NEUROSES_OR_PERSONALITY_DISORDERS
F92.9,"Mixed disorder of conduct and emotions, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F93.0,Separation anxiety disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F93.1,Phobic anxiety disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F93.2,Social anxiety disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F93.3,Sibling rivalry disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F93.8,Other childhood emotional disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F93.9,"Childhood emotional disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F94.0,Elective mutism,NEUROSES_OR_PERSONALITY_DISORDERS
F94.1,Reactive attachment disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F94.2,Disinhibited attachment disorder of childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F94.8,Other childhood disorders of social functioning,NEUROSES_OR_PERSONALITY_DISORDERS
F94.9,"Childhood disorder of social functioning, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F95.0,Transient tic disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F95.1,Chronic motor or vocal tic disorder,NEUROSES_OR_PERSONALITY_DISORDERS
F95.2,Combined vocal and multiple motor tic disorder [de la Tourette],NEUROSES_OR_PERSONALITY_DISORDERS
F95.8,Other tic disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F95.9,"Tic disorder, unspecified",NEUROSES_OR_PERSONALITY_DISORDERS
F98.0,Nonorganic enuresis,NEUROSES_OR_PERSONALITY_DISORDERS
F98.1,Nonorganic encopresis,NEUROSES_OR_PERSONALITY_DISORDERS
F98.2,Feeding disorder of infancy and childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F98.3,Pica of infancy and childhood,NEUROSES_OR_PERSONALITY_DISORDERS
F98.4,Stereotyped movement disorders,NEUROSES_OR_PERSONALITY_DISORDERS
F98.5,Stuttering [stammering],NEUROSES_OR_PERSONALITY_DISORDERS
F98.6,Cluttering,NEUROSES_OR_PERSONALITY_DISORDERS
F98.8,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,NEUROSES_OR_PERSONALITY_DISORDERS
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,NEUROSES_OR_PERSONALITY_DISORDERS
F99.,"Mental disorder, not otherwise specified",NEUROSES_OR_PERSONALITY_DISORDERS
G44.2,Tension-type headache,NEUROSES_OR_PERSONALITY_DISORDERS
G44.3,Chronic post traumatic headache,NEUROSES_OR_PERSONALITY_DISORDERS
F70.0,"Mild intellectual development disorder with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F70.1,"Mild intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F70.8,"Mild intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F70.9,Mild intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
F71.0,"Moderate intellectual development disorder with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F71.1,"Moderate intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F71.8,"Moderate intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F71.9,Moderate intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
F72.0,"Severe intellectual development disorder with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F72.1,"Severe intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F72.8,"Severe intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F72.9,Severe intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
F73.0,"Profound intellectual development disordern with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F73.1,"Profound intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F73.8,"Profound intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F73.9,Profound intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
F78.0,"Other intellectual development disorder with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F78.1,"Other intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F78.8,"Other intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F78.9,Other intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
F79.0,"Unspecified intellectual development disorder with the statement of no, or minimal, impairment of behaviour",MENTAL_RETARDATION
F79.1,"Unspecified intellectual development disorder, significant impairment of behaviour requiring attention or treatment",MENTAL_RETARDATION
F79.8,"Unspecified intellectual development disorder, other impairments of behaviour",MENTAL_RETARDATION
F79.9,Unspecified intellectual development disorder without mention of impairment of behaviour,MENTAL_RETARDATION
N39.4,Other specified urinary incontinence,INCONTINENCE
R15.,Faecal incontinence,INCONTINENCE
R32.,Unspecified urinary incontinence,INCONTINENCE
G00.0,Haemophilus meningitis,INFLAMMATORY_CNS_DISEASES
G00.1,Pneumococcal meningitis,INFLAMMATORY_CNS_DISEASES
G00.2,"Streptococcal meningitis, not elsewhere classified",INFLAMMATORY_CNS_DISEASES
G00.3,Staphylococcal meningitis,INFLAMMATORY_CNS_DISEASES
G00.8,Other bacterial meningitis,INFLAMMATORY_CNS_DISEASES
G00.9,"Bacterial meningitis, unspecified",INFLAMMATORY_CNS_DISEASES
G01.,Meningitis in bacterial diseases classified elsewhere,INFLAMMATORY_CNS_DISEASES
G02.0,Meningitis in viral diseases classified elsewhere,INFLAMMATORY_CNS_DISEASES
G02.1,Meningitis in mycoses,INFLAMMATORY_CNS_DISEASES
G02.8,Meningitis in other specified infectious and parasitic diseases classified elsewhere,INFLAMMATORY_CNS_DISEASES
G03.0,Nonpyogenic meningitis,INFLAMMATORY_CNS_DISEASES
G03.1,Chronic meningitis,INFLAMMATORY_CNS_DISEASES
G03.2,Benign recurrent meningitis [Mollaret],INFLAMMATORY_CNS_DISEASES
G03.8,Meningitis due to other specified causes,INFLAMMATORY_CNS_DISEASES
G03.9,"Meningitis, unspecified",INFLAMMATORY_CNS_DISEASES
G04.0,Acute disseminated encephalitis,INFLAMMATORY_CNS_DISEASES
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",INFLAMMATORY_CNS_DISEASES
G04.8,"Other encephalitis, myelitis and encephalomyelitis",INFLAMMATORY_CNS_DISEASES
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",INFLAMMATORY_CNS_DISEASES
G05.0,"Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere",INFLAMMATORY_CNS_DISEASES
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",INFLAMMATORY_CNS_DISEASES
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",INFLAMMATORY_CNS_DISEASES
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",INFLAMMATORY_CNS_DISEASES
G06.0,Intracranial abscess and granuloma,INFLAMMATORY_CNS_DISEASES
G06.1,Intraspinal abscess and granuloma,INFLAMMATORY_CNS_DISEASES
G06.2,"Extradural and subdural abscess, unspecified",INFLAMMATORY_CNS_DISEASES
G07.,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,INFLAMMATORY_CNS_DISEASES
G08.,Intracranial and intraspinal phlebitis and thrombophlebitis,INFLAMMATORY_CNS_DISEASES
G09.,Sequelae of inflammatory diseases of central nervous system,INFLAMMATORY_CNS_DISEASES
G92.,Toxic encephalopathy,INFLAMMATORY_CNS_DISEASES
G20.,Parkinson's disease,PARKINSONS_DISEASE
G21.0,Malignant neuroleptic syndrome,PARKINSONS_DISEASE
G21.1,Other drug-induced secondary parkinsonism,PARKINSONS_DISEASE
G21.2,Secondary parkinsonism due to other external agents,PARKINSONS_DISEASE
G21.3,Postencephalitic parkinsonism,PARKINSONS_DISEASE
G21.8,Other secondary parkinsonism,PARKINSONS_DISEASE
G21.9,"Secondary parkinsonism, unspecified",PARKINSONS_DISEASE
G22.,Parkinsonism in diseases classified elsewhere,PARKINSONS_DISEASE
G10.,Huntington's disease,OTHER_EXTRAPYRAMIDAL_DISEASE
G23.0,Pigmentary pallidal degeneration,OTHER_EXTRAPYRAMIDAL_DISEASE
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],OTHER_EXTRAPYRAMIDAL_DISEASE
G23.2,"Multiple system atrophy, parkinsonian type [MSA-P]",OTHER_EXTRAPYRAMIDAL_DISEASE
G23.8,Other specified degenerative diseases of basal ganglia,OTHER_EXTRAPYRAMIDAL_DISEASE
G23.9,"Degenerative disease of basal ganglia, unspecified",OTHER_EXTRAPYRAMIDAL_DISEASE
G24.0,Drug-induced dystonia,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.1,Idiopathic familial dystonia,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.2,Idiopathic nonfamilial dystonia,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.3,Spasmodic torticollis,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.4,Idiopathic orofacial dystonia,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.5,Blepharospasm,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.8,Other dystonia,OTHER_EXTRAPYRAMIDAL_DISEASE
G24.9,"Dystonia, unspecified",OTHER_EXTRAPYRAMIDAL_DISEASE
G25.0,Essential tremor,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.1,Drug-induced tremor,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.2,Other specified forms of tremor,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.3,Myoclonus,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.4,Drug-induced chorea,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.5,Other chorea,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.6,Drug-induced tics and other tics of organic origin,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.8,Other specified extrapyramidal and movement disorders,OTHER_EXTRAPYRAMIDAL_DISEASE
G25.9,"Extrapyramidal and movement disorder, unspecified",OTHER_EXTRAPYRAMIDAL_DISEASE
G26.,Extrapyramidal and movement disorders in diseases classified elsewhere,OTHER_EXTRAPYRAMIDAL_DISEASE
G90.3,Multi-system degeneration,OTHER_EXTRAPYRAMIDAL_DISEASE
B94.1,Sequelae of viral encephalitis,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
E75.0,GM2 gangliosidosis,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
E75.1,Other gangliosidosis,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
E75.2,Other sphingolipidosis,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
E75.4,Neuronal ceroid lipofuscinosis,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
F84.2,Rett's syndrome,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.0,Congenital nonprogressive ataxia,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.1,Early-onset cerebellar ataxia,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.2,Late-onset cerebellar ataxia,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.3,Cerebellar ataxia with defective DNA repair,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.4,Hereditary spastic paraplegia,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.8,Other hereditary ataxias,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G11.9,"Hereditary ataxia, unspecified",DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
G12.,Spinal muscular atrophy and related syndromes,DEGENERATIVE_NEUROLOGIC_OR_MUSCULAR_DISEASES
